City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Katherine,AU,-14.4667,132.2667,79.12,89,100,5.75,overcast clouds
476,Kazanskaya,RU,45.4106,40.4361,45.84,85,100,17.92,light rain
477,Ilo,PE,-17.6394,-71.3375,67.06,73,100,3.44,haze
478,La Mana,EC,-0.9333,-79.2167,74.08,96,97,1.32,light rain
479,Mayo,US,38.8876,-76.5119,60.21,82,100,1.01,overcast clouds
480,Tocopilla,CL,-22.092,-70.1979,66.36,66,3,6.82,clear sky
481,Waraseoni,IN,21.75,80.0333,100.15,16,100,5.53,overcast clouds
482,Sainte-Maxime,FR,43.3,6.6333,65.98,70,100,22.5,overcast clouds
483,Zunheboto,IN,25.9667,94.5167,63.95,80,50,1.05,scattered clouds
484,Evensk,RU,61.95,159.2333,8.38,73,99,12.21,overcast clouds
485,Walvis Bay,NA,-22.9575,14.5053,62.1,69,97,10.09,overcast clouds
486,Songkhla,TH,6.8333,100.6667,78.85,89,83,2.17,broken clouds
487,Aklavik,CA,68.2191,-135.0107,3.2,66,20,8.05,few clouds
488,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.56,60,40,9.22,scattered clouds
489,Yuncheng,CN,35.0231,110.9928,57.13,43,100,5.35,overcast clouds
490,Ancud,CL,-41.8697,-73.8203,49.23,78,48,1.25,scattered clouds
491,Vila Velha,BR,-20.3297,-40.2925,85.95,74,40,3.44,scattered clouds
492,Darhan,MN,49.4867,105.9228,35.42,45,100,15.05,overcast clouds
493,Yinchuan,CN,38.4681,106.2731,58.64,10,95,7.29,overcast clouds
494,General Pico,AR,-35.6566,-63.7568,58.46,45,88,13.71,overcast clouds
495,Port Hardy,CA,50.6996,-127.4199,41.0,100,40,4.61,scattered clouds
496,Taksimo,RU,56.3444,114.8794,22.68,82,87,1.97,overcast clouds
497,Lhokseumawe,ID,5.1801,97.1507,81.27,83,100,5.73,light rain
498,Kopong,BW,-24.4833,25.8833,77.23,50,40,3.44,scattered clouds
499,Tabuk,PH,17.4189,121.4443,74.61,92,100,4.83,overcast clouds
500,Sulangan,PH,11.1373,123.7228,76.37,89,100,13.82,moderate rain
501,Takoradi,GH,4.8845,-1.7554,88.18,62,100,13.42,overcast clouds
502,Akureyri,IS,65.6835,-18.0878,35.53,60,100,4.61,overcast clouds
503,Donegal,IE,54.65,-8.1167,57.25,79,100,5.86,overcast clouds
504,Meulaboh,ID,4.1363,96.1285,79.86,80,94,1.41,overcast clouds
505,Guangyuan,CN,32.442,105.823,61.36,65,25,4.85,scattered clouds
506,Sakyla,FI,61.0333,22.3333,44.13,64,18,7.83,few clouds
507,Charters Towers,AU,-20.1,146.2667,72.5,74,12,11.95,few clouds
508,Faya,SA,18.3851,42.4509,80.71,24,3,13.96,clear sky
509,Beidao,CN,34.5686,105.8933,55.81,58,73,6.11,broken clouds
510,Yanaul,RU,56.2719,54.9309,40.59,99,95,8.32,overcast clouds
511,Wembley,AU,-31.9333,115.8,65.68,66,0,8.05,clear sky
512,Salinas,US,36.6777,-121.6555,46.92,70,0,4.61,clear sky
513,Toamasina,MG,-18.1667,49.3833,75.2,94,75,8.05,light intensity drizzle
514,Hovd,MN,48.0056,91.6419,38.46,30,0,2.3,clear sky
515,Ohringen,DE,49.2017,9.5039,73.08,53,89,8.99,overcast clouds
516,Severnyy,RU,50.677,36.5532,51.84,87,75,6.71,broken clouds
517,Kuremaa,EE,58.7353,26.5383,51.48,38,83,6.38,broken clouds
518,Yumen,CN,40.2833,97.2,49.41,15,100,12.03,overcast clouds
519,Salalah,OM,17.0151,54.0924,86.09,74,0,12.66,clear sky
520,Tessalit,ML,20.1986,1.0114,102.18,4,47,18.03,scattered clouds
521,Sascut,RO,46.2,27.1,52.32,36,100,15.43,overcast clouds
522,Olafsvik,IS,64.8945,-23.7142,37.49,74,100,15.3,overcast clouds
523,Rajgir,IN,25.0333,85.4167,93.11,23,100,7.83,overcast clouds
524,Luganville,VU,-15.5333,167.1667,77.92,86,48,1.83,scattered clouds
525,Poya,NC,-21.35,165.15,73.24,80,45,3.62,scattered clouds
526,Kaseda,JP,31.4167,130.3167,65.98,92,1,2.39,clear sky
527,Road Town,VG,18.4167,-64.6167,80.69,74,40,14.97,scattered clouds
528,Mulanje,MW,-16.0316,35.5,74.8,92,45,5.84,light rain
529,Pierre,US,44.3683,-100.351,50.05,56,100,48.0,overcast clouds
530,Mursalimkino,RU,55.0379,58.5585,42.33,83,100,9.06,overcast clouds
531,Bloomingdale,US,27.8936,-82.2404,73.09,73,0,7.0,clear sky
532,Severodvinsk,RU,64.5635,39.8302,44.71,83,100,4.63,overcast clouds
533,Houma,US,29.5958,-90.7195,71.01,94,40,10.36,scattered clouds
534,Udachnyy,RU,66.4167,112.4,14.97,98,100,3.2,overcast clouds
535,Ambilobe,MG,-13.2,49.05,80.85,76,21,1.52,few clouds
536,Pachino,IT,36.7186,15.0907,58.14,56,74,9.82,broken clouds
537,Ponta Do Sol,PT,32.6667,-17.1,73.0,66,100,8.93,overcast clouds
538,Padang,ID,-0.9492,100.3543,80.65,85,100,2.33,overcast clouds
539,Cabra,ES,37.4725,-4.4421,58.06,67,100,11.77,moderate rain
540,Uusikaupunki,FI,60.8004,21.4084,38.7,74,19,8.03,few clouds
541,Kysyl-Syr,RU,63.8986,122.7617,5.32,98,63,3.8,broken clouds
542,Kirkuk,IQ,35.4681,44.3922,71.85,21,0,12.33,clear sky
543,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,75,3.44,broken clouds
544,Pangai,TO,-19.8,-174.35,81.93,70,11,10.87,few clouds
545,Henties Bay,NA,-22.116,14.2845,67.96,76,64,8.93,broken clouds
546,Healesville,AU,-37.65,145.5167,55.62,97,8,2.44,clear sky
547,Joshimath,IN,30.5667,79.5667,64.56,44,100,1.88,overcast clouds
548,Bathsheba,BB,13.2167,-59.5167,84.81,58,20,19.57,few clouds
549,Valparaiso,CL,-33.0393,-71.6273,61.03,58,0,6.91,clear sky
550,Sterna,GR,41.5653,26.4593,58.53,39,60,7.16,broken clouds
551,Nezhinka,RU,51.7676,55.3694,55.56,62,75,13.42,broken clouds
552,Kismayo,SO,-0.3582,42.5454,85.48,69,64,13.2,broken clouds
553,Maxixe,MZ,-23.8597,35.3472,87.62,62,20,6.91,few clouds
554,Nanding,CN,36.7483,118.0558,51.48,36,100,8.12,overcast clouds
555,Goderich,CA,43.7501,-81.7165,46.72,71,0,3.44,clear sky
556,Devonport,AU,-41.1667,146.35,55.99,79,26,6.11,scattered clouds
557,Altay,CN,47.8667,88.1167,40.75,46,0,8.81,clear sky
558,Yakeshi,CN,49.2833,120.7333,33.13,56,100,0.67,overcast clouds
559,Pangkalanbuun,ID,-2.6833,111.6167,75.06,93,16,0.81,light rain
560,Kolokani,ML,13.5728,-8.0339,103.6,16,100,9.98,overcast clouds
561,Ornskoldsvik,SE,63.2909,18.7153,41.95,56,40,9.22,scattered clouds
562,Antalaha,MG,-14.9003,50.2788,80.73,75,6,12.84,clear sky
563,Tarauaca,BR,-8.1614,-70.7656,79.86,78,77,2.24,broken clouds
564,Marsh Harbour,BS,26.5412,-77.0636,73.31,61,0,18.07,clear sky
565,Kudahuvadhoo,MV,2.6708,72.8944,85.24,71,15,12.75,few clouds
566,Preeceville,CA,51.95,-102.6677,10.8,92,37,12.44,scattered clouds
567,Bafra,TR,41.5678,35.9069,52.83,63,100,21.68,overcast clouds
568,Galle,LK,6.0367,80.217,80.96,82,100,6.06,overcast clouds
569,Saint-Georges,GD,12.0564,-61.7485,83.88,70,75,20.71,broken clouds
570,Batagay-Alyta,RU,67.8006,130.4114,0.34,96,100,4.0,overcast clouds
571,Lerwick,GB,60.1545,-1.1494,42.8,74,100,19.04,overcast clouds
572,Bubaque,GW,11.2833,-15.8333,74.79,76,100,7.72,overcast clouds
573,Oudtshoorn,ZA,-33.5907,22.2014,77.36,29,0,4.09,clear sky
574,Thinadhoo,MV,0.5333,72.9333,84.34,69,6,11.41,clear sky
575,Springbok,ZA,-29.6643,17.8865,81.09,20,0,3.2,clear sky
576,Lokosovo,RU,61.1333,74.8167,34.63,97,81,4.85,broken clouds
577,Kangaatsiaq,GL,68.3065,-53.4641,23.27,77,34,4.68,scattered clouds
578,Port Keats,AU,-14.25,129.55,81.66,73,100,5.61,light rain
579,Daru,PG,-9.0763,143.2092,82.04,86,91,12.93,overcast clouds
580,Camacha,PT,33.0833,-16.3333,63.82,72,40,16.11,scattered clouds
581,Ortigueira,BR,-24.2083,-50.9494,71.98,86,99,3.44,light rain
582,Berezovyy,RU,51.6667,135.7,26.35,98,100,3.44,light snow
583,Ekhabi,RU,53.5102,142.9671,22.62,88,99,10.13,overcast clouds
584,Betioky,MG,-23.7167,44.3833,88.84,31,99,11.16,overcast clouds
585,Ikornnes,NO,62.3873,6.557,46.33,55,100,5.01,overcast clouds
586,Suhbaatar,MN,50.2314,106.2078,31.41,50,98,14.45,overcast clouds
587,Manono,CD,-7.3,27.4167,87.85,51,43,4.52,scattered clouds
588,Bilma,NE,18.6853,12.9164,105.82,4,3,13.67,clear sky
589,Catalina Foothills,US,32.2979,-110.9187,64.49,36,0,6.91,clear sky
590,Sibu,MY,2.3,111.8167,77.31,94,20,2.3,few clouds
591,Excelsior Springs,US,39.3392,-94.2261,56.7,97,100,9.22,mist
592,Merauke,ID,-8.4667,140.3333,81.52,85,99,9.71,overcast clouds
593,Tadine,NC,-21.55,167.8833,75.36,78,22,11.72,few clouds
594,Baruun-Urt,MN,46.6806,113.2792,32.79,54,78,12.15,broken clouds
595,Eyl,SO,7.9803,49.8164,85.66,63,6,14.36,clear sky
596,Luwuk,ID,-0.9516,122.7875,78.22,75,61,2.08,broken clouds
597,Cherdakly,RU,54.3594,48.845,60.75,59,0,11.18,clear sky
598,Dali,CN,25.7,100.1833,55.87,86,33,1.14,scattered clouds
599,Pak Phanang,TH,8.3511,100.202,82.42,79,71,2.37,broken clouds
600,Cardinal,CA,44.7834,-75.3826,52.79,58,0,11.5,clear sky
601,Nicoya,CR,10.1483,-85.452,82.38,52,100,9.19,overcast clouds
602,Ransang,PH,8.9603,117.5828,76.57,83,100,1.57,overcast clouds
603,Qandala,SO,11.472,49.8728,86.05,53,0,2.89,clear sky
604,Koson,UZ,39.0375,65.585,79.12,32,0,8.86,clear sky
605,Mongu,ZM,-15.2484,23.1274,80.26,57,89,5.14,overcast clouds
606,Eregli,TR,37.5133,34.0467,44.73,47,100,7.74,overcast clouds
607,Palampur,IN,32.1167,76.5333,72.63,29,85,5.44,overcast clouds
608,San Quintin,MX,30.4833,-115.95,57.83,67,95,20.58,overcast clouds
609,Makakilo City,US,21.3469,-158.0858,73.72,75,0,8.05,clear sky
610,Kloulklubed,PW,7.0419,134.2556,81.1,79,99,22.06,overcast clouds
611,Nachingwea,TZ,-10.3833,38.7667,77.0,93,72,3.22,moderate rain
612,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,85.06,47,32,4.16,scattered clouds
613,Murakami,JP,38.2333,139.4833,58.96,55,42,3.89,scattered clouds
614,Juneau,US,58.3019,-134.4197,28.4,100,20,13.8,few clouds
615,Mikhaylovka,RU,50.06,43.2379,69.78,48,18,14.43,few clouds
616,Krasnomayskiy,RU,57.6194,34.4099,38.23,92,100,7.56,light rain
617,Rio Gallegos,AR,-51.6226,-69.2181,50.05,43,20,16.11,few clouds
618,Cairns,AU,-16.9167,145.7667,78.75,85,40,10.36,scattered clouds
619,Banepa,NP,27.6298,85.5214,71.92,73,75,8.05,broken clouds
620,Tarata,BO,-17.6167,-66.0167,62.02,45,2,2.33,clear sky
621,Adrar,MR,20.5022,-10.0711,96.12,6,100,10.89,overcast clouds
622,Port Hedland,AU,-20.3167,118.5667,82.45,69,0,6.91,clear sky
623,Verkhnyaya Inta,RU,65.9811,60.3094,37.87,99,100,8.9,overcast clouds
624,Kalmunai,LK,7.4167,81.8167,82.02,81,100,9.17,heavy intensity rain
625,Sredneuralsk,RU,56.9892,60.4666,47.55,89,100,7.7,overcast clouds
626,Yarada,IN,17.65,83.2667,86.32,74,20,6.91,few clouds
627,Karaton,ID,-6.3424,106.1045,74.52,93,36,2.35,scattered clouds
628,Xining,CN,36.6167,101.7667,44.19,46,82,13.6,broken clouds
629,Mitsamiouli,KM,-11.3847,43.2844,83.68,70,59,6.96,broken clouds
630,Tilichiki,RU,60.4667,166.1,6.78,93,100,12.03,overcast clouds
631,Shaikhpura,IN,25.15,85.85,93.33,24,99,8.7,overcast clouds
632,Ipilan,PH,8.8431,117.9033,76.96,80,100,3.89,overcast clouds
633,Maragogi,BR,-9.0122,-35.2225,83.34,68,84,6.02,broken clouds
634,Yarumal,CO,6.9632,-75.4174,61.48,81,100,2.06,overcast clouds
635,Kautokeino,NO,69.0125,23.0412,30.7,84,75,4.32,broken clouds
636,Flin Flon,CA,54.7682,-101.865,10.24,67,75,11.5,broken clouds
637,Pinawa,CA,50.1489,-95.8811,26.24,63,49,4.63,scattered clouds
638,Great Yarmouth,GB,52.6083,1.7305,65.41,75,100,18.39,overcast clouds
639,Orocue,CO,4.7912,-71.3354,81.52,73,100,4.54,overcast clouds
640,Elizabeth City,US,36.2946,-76.2511,68.05,62,20,11.5,few clouds
641,Paamiut,GL,61.994,-49.6678,32.97,65,100,6.89,overcast clouds
642,Taber,CA,49.8167,-112.1518,21.04,63,100,19.57,overcast clouds
643,Kaspiyskiy,RU,45.3929,47.3707,57.22,72,45,13.22,scattered clouds
644,Wewak,PG,-3.5534,143.6268,80.8,79,38,5.88,scattered clouds
645,Hammerfest,NO,70.6634,23.6821,30.65,69,75,12.66,broken clouds
646,Dosso,NE,13.049,3.1937,107.35,15,61,3.24,broken clouds
647,Itarema,BR,-2.9248,-39.9167,83.28,73,100,4.52,overcast clouds
648,Tomislavgrad,BA,43.7181,17.2267,52.93,57,16,4.63,few clouds
649,Luorong,CN,24.4058,109.6086,73.85,85,99,6.02,overcast clouds
650,Rolla,US,37.9514,-91.7713,59.05,96,100,13.8,mist
651,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,70.75,82,91,7.96,overcast clouds
652,Koumac,NC,-20.5667,164.2833,75.72,74,44,9.64,scattered clouds
653,Kununurra,AU,-15.7667,128.7333,82.38,65,75,4.61,broken clouds
654,Bobcaygeon,CA,44.5462,-78.542,48.15,51,1,8.21,clear sky
655,College,US,64.8569,-147.8028,28.72,58,0,9.22,clear sky
656,Yar-Sale,RU,66.8333,70.8333,35.47,100,100,14.7,overcast clouds
657,Dicabisagan,PH,17.0818,122.4157,76.82,85,81,5.61,broken clouds
658,Mehamn,NO,71.0357,27.8492,31.91,72,100,20.29,light snow
659,Maceio,BR,-9.6658,-35.7353,83.64,65,40,3.44,scattered clouds
660,Palana,RU,59.1167,159.9667,12.18,88,100,13.6,overcast clouds
661,Bambanglipuro,ID,-7.95,110.2833,77.99,83,52,4.47,broken clouds
662,Koygorodok,RU,60.445,50.9968,47.91,91,62,4.52,broken clouds
663,Puro,PH,12.4841,123.3827,77.74,86,100,6.38,moderate rain
664,Ada,US,43.4166,-116.1262,33.35,87,100,18.01,overcast clouds
665,Meadow Lake,US,34.8014,-106.5436,58.3,35,82,17.72,broken clouds
666,Birakan,RU,49.0167,131.7,23.95,96,75,3.0,broken clouds
667,Biak,ID,-0.9131,122.8766,77.49,75,67,0.65,broken clouds
668,Shimoda,JP,34.6667,138.95,65.1,93,0,9.08,clear sky
669,Julio De Castilhos,BR,-29.2269,-53.6817,68.11,82,86,3.98,overcast clouds
670,Byron Bay,AU,-28.65,153.6167,67.89,83,90,10.33,light rain
671,Kazachka,RU,53.3644,38.0694,61.83,59,100,12.08,overcast clouds
672,Khilok,RU,51.3674,110.4676,25.68,70,95,2.57,overcast clouds
673,Morondava,MG,-20.2833,44.2833,84.15,60,26,11.56,scattered clouds
674,Talara,PE,-4.5772,-81.2719,72.36,73,0,20.71,clear sky
675,Rio Cuarto,AR,-33.1307,-64.3499,65.34,88,75,9.22,light rain
676,Anse-Bertrand,GP,16.4721,-61.5078,82.22,71,53,18.7,broken clouds
677,Okakarara,NA,-20.5833,17.4333,78.78,39,100,10.29,overcast clouds
678,Gawler,AU,-34.6,138.7333,63.25,48,100,8.28,overcast clouds
679,Stonewall,CA,50.1344,-97.3268,27.68,65,33,7.07,scattered clouds
680,Kushiro,JP,42.975,144.3747,43.41,84,100,1.23,overcast clouds
681,Seoul,KR,37.5683,126.9778,63.79,88,100,9.22,overcast clouds
682,Cervo,ES,43.6702,-7.4101,60.96,62,50,9.62,scattered clouds
683,Aripuana,BR,-9.1667,-60.6333,86.2,62,27,2.28,scattered clouds
684,Aksarka,RU,66.5606,67.7975,35.19,100,100,13.18,overcast clouds
685,Savalou,BJ,7.9281,1.9756,99.43,34,64,5.21,broken clouds
686,Gigmoto,PH,13.7796,124.39,78.93,88,100,10.45,overcast clouds
687,Mnogovershinnyy,RU,53.9353,139.9242,18.41,97,100,4.41,light snow
688,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.92,74,75,18.41,broken clouds
689,Talcahuano,CL,-36.7167,-73.1167,49.68,87,0,4.61,clear sky
690,Pishin,PK,30.5803,66.9961,77.83,7,4,15.61,clear sky
691,Shu,KZ,43.5983,73.7614,59.16,88,76,4.81,light rain
692,Islampur,IN,26.2667,88.2,84.09,56,96,8.46,overcast clouds
693,Searcy,US,35.2506,-91.7363,68.99,92,100,11.5,overcast clouds
694,Kilindoni,TZ,-7.9139,39.6668,80.58,79,100,13.65,moderate rain
695,Athabasca,CA,54.7169,-113.2854,9.01,75,99,12.53,overcast clouds
696,Kisangani,CD,0.5167,25.2,88.92,51,100,1.07,overcast clouds
697,Taoudenni,ML,22.6783,-3.9836,100.15,3,82,4.76,broken clouds
698,Dengzhou,CN,37.8086,120.7508,49.89,54,100,17.05,overcast clouds
699,Yermekeyevo,RU,54.0761,53.6712,50.77,78,70,6.96,broken clouds
700,Dunedin,NZ,-45.8742,170.5036,49.8,70,35,1.01,scattered clouds
701,Juan Lacaze,UY,-34.4342,-57.4381,64.11,48,0,10.04,clear sky
702,Grindavik,IS,63.8424,-22.4338,46.87,53,75,6.91,broken clouds
703,Butajira,ET,8.1167,38.3667,78.3,29,80,11.88,broken clouds
704,Kizema,RU,61.113,44.8302,36.81,100,100,3.44,overcast clouds
705,Masuguru,TZ,-11.3667,38.4167,79.41,91,33,3.96,moderate rain
706,Vanavara,RU,60.34,102.2797,20.91,90,10,2.17,clear sky
707,Kirovskiy,RU,45.0917,133.5136,36.55,67,1,2.06,clear sky
708,Wau,SS,7.7029,27.9953,92.98,30,90,12.62,overcast clouds
709,Namie,JP,37.4833,141.0,58.55,74,34,5.44,scattered clouds
