City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,Bonthe,7.5264,-12.505,82.65,72,91,10.38,SL,2022-04-11 18:24:27
270,Kalmunai,7.4167,81.8167,79.72,81,98,3.42,LK,2022-04-11 18:24:28
271,Rio Cuarto,-33.1307,-64.3499,56.97,88,75,11.5,AR,2022-04-11 18:20:18
272,Ponta Delgada,37.7333,-25.6667,61.52,88,75,17.27,PT,2022-04-11 18:24:28
273,Bartica,6.4,-58.6167,88.12,66,90,6.42,GY,2022-04-11 18:24:29
274,Leningradskiy,69.3833,178.4167,-19.82,97,80,3.85,RU,2022-04-11 18:24:29
275,Haysville,37.5645,-97.3523,67.95,29,75,9.22,US,2022-04-11 18:24:29
276,Port Pirie,-33.1833,138.0167,62.69,52,16,5.95,AU,2022-04-11 18:24:30
277,Dharchula,29.85,80.5333,67.23,31,53,6.89,IN,2022-04-11 18:24:30
278,Ust-Maya,60.4167,134.5333,20.53,97,100,2.46,RU,2022-04-11 18:24:31
279,Lalin,42.7167,-8.1167,51.82,90,78,7.87,ES,2022-04-11 18:24:31
280,Kaitangata,-46.2817,169.8464,48.97,92,99,7.85,NZ,2022-04-11 18:24:32
281,Eyl,7.9803,49.8164,81.75,75,13,8.05,SO,2022-04-11 18:24:32
282,Namibe,-15.1961,12.1522,72.95,84,10,7.02,AO,2022-04-11 18:24:33
283,Muros,42.7762,-9.0603,57.69,76,75,15.03,ES,2022-04-11 18:24:33
284,Faya,18.3851,42.4509,68.11,46,2,3.69,SA,2022-04-11 18:24:33
285,Esmeraldas,-19.7625,-44.3139,91.51,45,28,3.69,BR,2022-04-11 18:24:34
286,Alcudia,39.8532,3.1214,64.2,86,96,13.85,ES,2022-04-11 18:24:34
287,Ingham,42.6,-84.3833,69.91,18,40,10.36,US,2022-04-11 18:24:35
288,Aljezur,37.3191,-8.8033,58.59,74,55,11.32,PT,2022-04-11 18:24:36
289,Hovd,48.0056,91.6419,28.13,36,61,3.24,MN,2022-04-11 18:24:36
290,Namwala,-15.7504,26.4384,67.37,81,100,4.94,ZM,2022-04-11 18:24:36
291,Neumunster,54.0667,9.9833,49.14,64,57,4.5,DE,2022-04-11 18:24:37
292,Gorontalo,0.5412,123.0595,75.52,89,83,1.52,ID,2022-04-11 18:24:37
293,Tahta,26.7693,31.5021,79.79,19,0,19.08,EG,2022-04-11 18:24:38
294,Rundu,-17.9333,19.7667,74.37,54,100,4.88,NA,2022-04-11 18:24:38
295,Ponnani,10.767,75.9252,79.92,83,99,4.16,IN,2022-04-11 18:24:39
296,Buta,2.7858,24.73,71.4,85,97,1.95,CD,2022-04-11 18:24:39
297,Necochea,-38.5473,-58.7368,59.72,90,100,10.94,AR,2022-04-11 18:20:17
298,Torbay,47.6666,-52.7314,37.27,94,100,23.02,CA,2022-04-11 18:24:40
299,Waingapu,-9.6567,120.2641,76.1,78,94,5.66,ID,2022-04-11 18:24:40
300,San Carlos De Bariloche,-41.1456,-71.3082,49.75,57,75,23.02,AR,2022-04-11 18:24:00
301,Togur,58.3631,82.8265,19.29,94,59,3.96,RU,2022-04-11 18:24:41
302,Darab,28.7519,54.5444,72.93,12,21,5.68,IR,2022-04-11 18:24:41
303,Metro,-5.1131,105.3067,74.68,91,41,5.12,ID,2022-04-11 18:24:41
304,Ecclefechan,55.0593,-3.2665,50.65,80,100,13.04,GB,2022-04-11 18:24:42
305,Sakhon Nakhon,17.1612,104.1472,81.37,45,11,4.74,TH,2022-04-11 18:24:42
306,Sechura,-5.5569,-80.8222,82.72,57,98,11.01,PE,2022-04-11 18:24:43
307,Fairbanks,64.8378,-147.7164,30.09,77,96,1.01,US,2022-04-11 18:19:51
308,Katobu,-4.9408,122.5276,75.11,93,84,1.86,ID,2022-04-11 18:24:43
309,Baneh,35.9975,45.8853,54.61,43,46,6.73,IR,2022-04-11 18:24:44
310,Moron,-34.6534,-58.6198,74.95,67,92,10.87,AR,2022-04-11 18:24:44
311,Lensk,60.7253,114.9278,12.22,97,82,0.47,RU,2022-04-11 18:25:44
312,Tafresh,34.692,50.013,59.85,22,58,4.92,IR,2022-04-11 18:25:45
313,Balkanabat,39.5108,54.3671,70.86,44,4,12.41,TM,2022-04-11 18:25:45
314,Coihaique,-45.5752,-72.0662,56.01,58,40,4.61,CL,2022-04-11 18:23:16
315,Dubno,50.4169,25.7343,39.88,69,80,5.03,UA,2022-04-11 18:25:46
316,Kodinsk,58.6881,99.1844,22.42,98,99,2.13,RU,2022-04-11 18:25:46
317,Berlevag,70.8578,29.0864,33.75,86,75,4.61,NO,2022-04-11 18:25:47
318,Svetlaya,46.5389,138.3297,36.66,97,100,7.7,RU,2022-04-11 18:25:47
319,Mechanicsville,37.6088,-77.3733,75.07,43,20,9.22,US,2022-04-11 18:21:38
320,Iranshahr,27.2025,60.6848,82.74,12,0,9.22,IR,2022-04-11 18:25:48
321,Bay Roberts,47.5999,-53.2648,38.05,87,100,8.99,CA,2022-04-11 18:25:48
322,Liwale,-9.7667,37.9333,69.26,97,62,3.8,TZ,2022-04-11 18:25:48
323,Quelimane,-17.8786,36.8883,74.01,95,48,2.73,MZ,2022-04-11 18:25:49
324,Namatanai,-3.6667,152.4333,78.98,79,57,6.24,PG,2022-04-11 18:25:49
325,Olafsvik,64.8945,-23.7142,34.0,76,64,24.99,IS,2022-04-11 18:25:50
326,Westport,41.1415,-73.3579,62.11,42,0,14.97,US,2022-04-11 18:25:50
327,Karpathos,35.507,27.2132,57.16,62,0,24.16,GR,2022-04-11 18:25:50
328,Urman,54.8831,56.8742,46.62,81,78,5.12,RU,2022-04-11 18:25:51
329,Alice Springs,-23.7,133.8833,80.15,32,100,4.61,AU,2022-04-11 18:25:20
330,Tarakan,3.3,117.6333,78.3,94,40,3.44,ID,2022-04-11 18:25:51
331,Steinbach,50.1667,8.5667,57.07,41,0,11.5,DE,2022-04-11 18:25:52
332,Saltillo,25.4167,-101.0,79.47,27,40,6.91,MX,2022-04-11 18:25:22
333,Vankleek Hill,45.5168,-74.6493,53.11,46,43,6.87,CA,2022-04-11 18:25:52
334,Carauari,-4.8828,-66.8958,82.49,85,96,1.66,BR,2022-04-11 18:25:53
335,Atar,20.5169,-13.0499,100.45,19,61,9.22,MR,2022-04-11 18:25:53
336,La Palma,33.8464,-118.0467,68.9,62,75,13.8,US,2022-04-11 18:25:53
337,Constitucion,-35.3333,-72.4167,60.55,51,31,14.18,CL,2022-04-11 18:25:54
338,Taoudenni,22.6783,-3.9836,92.62,4,58,6.31,ML,2022-04-11 18:25:54
339,Isangel,-19.55,169.2667,79.48,80,22,7.99,VU,2022-04-11 18:25:55
340,Tilichiki,60.4667,166.1,5.16,92,100,11.54,RU,2022-04-11 18:25:55
341,Bor,56.3567,44.0669,57.13,89,92,9.04,RU,2022-04-11 18:23:28
342,Salisbury,51.0693,-1.7957,58.57,57,75,13.8,GB,2022-04-11 18:25:56
343,Praia,14.9215,-23.5087,75.74,57,75,24.16,CV,2022-04-11 18:23:10
344,Achinsk,56.2694,90.4993,28.4,88,100,4.65,RU,2022-04-11 18:25:56
345,Balakovo,52.0278,47.8007,54.93,75,100,5.1,RU,2022-04-11 18:25:57
346,Severnoye,56.3491,78.3619,24.6,95,100,3.58,RU,2022-04-11 18:25:57
347,Geilo,60.5333,8.2076,25.7,84,86,6.69,NO,2022-04-11 18:25:57
348,Somovo,51.741,39.3665,59.5,47,0,11.18,RU,2022-04-11 18:25:58
349,Sesvete,45.8311,16.1164,53.73,50,0,5.75,HR,2022-04-11 18:25:58
350,Vondrozo,-22.8167,47.2833,65.25,93,31,1.97,MG,2022-04-11 18:25:58
351,Bundaberg,-24.85,152.35,66.49,98,3,5.75,AU,2022-04-11 18:25:59
352,Bella Vista,36.4295,-94.2316,61.36,94,100,9.22,US,2022-04-11 18:25:59
353,Popondetta,-8.7537,148.2534,74.05,89,45,3.06,PG,2022-04-11 18:26:00
354,Noumea,-22.2763,166.4572,78.01,99,38,5.97,NC,2022-04-11 18:26:00
355,Altenburg,50.9833,12.45,48.72,58,22,1.01,DE,2022-04-11 18:26:00
356,Drayton Valley,53.2168,-114.9854,25.56,30,50,13.53,CA,2022-04-11 18:23:01
357,Saldanha,-33.0117,17.9442,69.85,68,0,10.36,ZA,2022-04-11 18:26:01
358,Sioux Lookout,50.1001,-91.917,39.27,81,100,14.97,CA,2022-04-11 18:26:01
359,Kudahuvadhoo,2.6708,72.8944,83.79,73,31,11.59,MV,2022-04-11 18:27:02
360,Santa Catalina,9.3337,122.8637,78.08,87,99,12.68,PH,2022-04-11 18:27:02
361,Omsukchan,62.5333,155.8,-19.89,100,70,3.89,RU,2022-04-11 18:27:03
362,Koregaon,18.65,74.0833,83.71,40,75,10.65,IN,2022-04-11 18:27:03
363,Sao Joao Da Barra,-21.6403,-41.0511,84.29,70,16,9.35,BR,2022-04-11 18:27:03
364,Garowe,8.4054,48.4845,81.5,57,54,15.61,SO,2022-04-11 18:27:04
365,Pangnirtung,66.1451,-65.7125,19.4,63,20,2.3,CA,2022-04-11 18:27:04
366,Muyezerskiy,63.9333,31.65,27.66,95,57,4.97,RU,2022-04-11 18:27:05
367,Aripuana,-9.1667,-60.6333,82.11,88,100,1.32,BR,2022-04-11 18:27:05
368,Meulaboh,4.1363,96.1285,75.78,89,91,2.77,ID,2022-04-11 18:27:06
369,Sur,22.5667,59.5289,85.91,47,0,8.59,OM,2022-04-11 18:27:06
370,Bo Rai,12.5728,102.5371,84.76,90,34,2.48,TH,2022-04-11 18:27:06
371,Mezen,65.8522,44.24,37.06,92,99,10.71,RU,2022-04-11 18:27:07
372,Mercedes,-34.6515,-59.4307,73.04,83,99,13.35,AR,2022-04-11 18:27:07
373,Tagusao,9.1924,117.8141,79.03,85,100,9.04,PH,2022-04-11 18:27:07
374,Yinchuan,38.4681,106.2731,48.04,25,82,5.46,CN,2022-04-11 18:27:08
375,Riyadh,24.6877,46.7219,93.34,14,81,11.03,SA,2022-04-11 18:27:08
376,Denpasar,-8.65,115.2167,78.46,88,20,6.91,ID,2022-04-11 18:27:09
377,Nioro,13.35,-15.75,104.27,9,31,5.82,GM,2022-04-11 18:27:09
378,Xichang,27.8964,102.2634,60.96,88,93,3.29,CN,2022-04-11 18:27:10
379,Dingle,10.9995,122.6711,73.96,93,100,11.56,PH,2022-04-11 18:27:10
380,Tuatapere,-46.1333,167.6833,49.6,92,100,6.67,NZ,2022-04-11 18:27:11
381,Santa Isabel Do Rio Negro,-0.4139,-65.0192,82.87,86,98,3.33,BR,2022-04-11 18:27:11
382,Poum,-20.2333,164.0167,78.82,78,10,8.99,NC,2022-04-11 18:27:11
383,Dapaong,10.8639,0.205,90.52,38,72,16.11,TG,2022-04-11 18:27:12
384,Mareeba,-17.0,145.4333,72.45,94,75,2.57,AU,2022-04-11 18:27:12
385,Rocky Mountain House,52.3668,-114.9188,26.71,31,99,12.66,CA,2022-04-11 18:27:13
386,Severo-Kurilsk,50.6789,156.125,25.7,80,34,7.27,RU,2022-04-11 18:27:13
387,Bethel,41.3712,-73.414,62.19,37,0,6.91,US,2022-04-11 18:22:51
388,Luderitz,-26.6481,15.1594,69.35,59,5,3.51,NA,2022-04-11 18:27:14
389,Yerbogachen,61.2767,108.0108,10.65,97,34,1.43,RU,2022-04-11 18:27:14
390,Guerrero Negro,27.9769,-114.0611,67.41,54,10,9.89,MX,2022-04-11 18:27:14
391,Brae,60.3964,-1.353,41.4,66,100,15.79,GB,2022-04-11 18:27:15
392,Belle Fourche,44.6714,-103.8522,48.06,52,92,7.96,US,2022-04-11 18:27:16
393,Carolina,18.3808,-65.9574,86.58,66,40,14.97,PR,2022-04-11 18:24:45
394,Asau,46.4333,26.4,42.96,64,94,4.7,RO,2022-04-11 18:27:16
395,Haines Junction,60.7522,-137.5108,21.15,53,98,11.5,CA,2022-04-11 18:27:17
396,Belmonte,-15.8631,-38.8828,83.16,60,60,8.97,BR,2022-04-11 18:27:17
397,Hsinchu,24.8036,120.9686,76.86,85,46,1.01,TW,2022-04-11 18:27:18
398,Kavaratti,10.5669,72.642,83.97,74,25,9.46,IN,2022-04-11 18:27:18
399,Key West,24.5557,-81.7826,84.2,52,20,18.41,US,2022-04-11 18:28:19
400,Vuktyl,63.8567,57.3094,37.83,99,100,8.93,RU,2022-04-11 18:28:19
401,Bandar-E Lengeh,26.5579,54.8807,77.11,83,2,4.61,IR,2022-04-11 18:28:20
402,Banjar,-8.19,114.9675,74.75,80,97,4.92,ID,2022-04-11 18:28:20
403,Mehamn,71.0357,27.8492,33.71,89,100,2.48,NO,2022-04-11 18:28:21
404,Karratha,-20.7377,116.8463,80.53,26,2,11.77,AU,2022-04-11 18:28:21
405,Nishihara,26.1842,127.7558,72.68,88,75,8.05,JP,2022-04-11 18:28:21
406,Sol-Iletsk,51.1631,54.9918,50.27,82,100,6.73,RU,2022-04-11 18:28:22
407,Fort Nelson,58.8053,-122.7002,11.79,62,75,12.66,CA,2022-04-11 18:28:22
408,Budogoshch,59.2816,32.4707,35.71,88,100,3.76,RU,2022-04-11 18:28:22
409,Bozhou,33.8772,115.7703,67.98,65,40,5.91,CN,2022-04-11 18:28:23
410,Tocopilla,-22.092,-70.1979,68.54,64,9,6.82,CL,2022-04-11 18:28:23
411,Uyar,55.81,94.3153,27.54,76,100,7.63,RU,2022-04-11 18:28:24
412,Kargopol,61.5071,38.9456,35.01,97,100,4.45,RU,2022-04-11 18:28:24
413,Naze,28.3667,129.4833,67.12,91,89,4.52,JP,2022-04-11 18:28:25
414,Tokur,53.1333,132.9,16.5,97,100,3.22,RU,2022-04-11 18:28:25
415,Iberia,29.9502,-91.7507,72.09,83,0,14.97,US,2022-04-11 18:28:26
416,Bud,39.447,-86.1758,63.41,85,100,13.15,US,2022-04-11 18:28:26
417,Vila Franca Do Campo,37.7167,-25.4333,61.21,87,96,11.68,PT,2022-04-11 18:28:26
418,Cherusti,55.5498,40.0107,47.71,98,94,4.52,RU,2022-04-11 18:28:27
419,Krasnokamensk,50.0979,118.0369,29.61,65,4,4.5,RU,2022-04-11 18:28:27
420,Zamania,25.4333,83.5667,85.12,33,11,7.9,IN,2022-04-11 18:28:28
421,Concordia,-31.393,-58.0209,78.87,65,75,9.22,AR,2022-04-11 18:28:28
422,Anadyr,64.75,177.4833,16.3,85,100,6.71,RU,2022-04-11 18:28:29
423,Kawai,34.2333,135.85,51.31,66,100,3.29,JP,2022-04-11 18:28:29
424,Port-Gentil,-0.7193,8.7815,81.12,82,38,11.16,GA,2022-04-11 18:28:30
425,Nieuw Amsterdam,5.8833,-55.0833,85.01,77,40,13.8,SR,2022-04-11 18:28:30
426,Manono,-7.3,27.4167,76.78,73,57,3.98,CD,2022-04-11 18:28:30
427,Tual,-5.6667,132.75,83.12,74,100,7.25,ID,2022-04-11 18:28:31
428,Awjilah,29.1081,21.2869,70.32,21,0,9.73,LY,2022-04-11 18:28:31
429,Pimentel,-6.8367,-79.9342,77.29,61,0,16.11,PE,2022-04-11 18:28:32
430,Bull Savanna,17.8868,-77.5902,80.04,67,27,8.03,JM,2022-04-11 18:28:32
431,Petrozavodsk,61.7849,34.3469,40.46,60,98,4.47,RU,2022-04-11 18:25:59
432,Lhokseumawe,5.1801,97.1507,78.66,86,99,3.74,ID,2022-04-11 18:28:33
433,Seguela,7.9611,-6.6731,92.43,39,52,5.68,CI,2022-04-11 18:28:33
434,Newcastle,-32.9272,151.7765,68.65,91,75,11.5,AU,2022-04-11 18:27:07
435,Tatawin,32.9297,10.4518,63.32,36,52,15.57,TN,2022-04-11 18:28:34
436,Sibiti,-3.6819,13.3499,69.62,96,100,2.89,CG,2022-04-11 18:28:34
437,Maniitsoq,65.4167,-52.9,31.87,67,100,2.28,GL,2022-04-11 18:28:35
438,Nadym,65.5333,72.5167,34.21,100,100,10.13,RU,2022-04-11 18:24:14
439,Aykhal,66.0,111.5,8.46,100,93,1.07,RU,2022-04-11 18:28:35
440,Namtsy,62.7161,129.6658,7.32,98,77,6.24,RU,2022-04-11 18:28:35
441,Port-Cartier,50.0334,-66.8654,46.62,99,24,10.13,CA,2022-04-11 18:28:36
442,Marsh Harbour,26.5412,-77.0636,72.23,58,0,13.94,BS,2022-04-11 18:28:36
443,San Patricio,28.017,-97.5169,82.29,74,100,15.9,US,2022-04-11 18:28:37
444,Nyaunglebin,17.95,96.7333,78.37,67,47,4.56,MM,2022-04-11 18:28:37
445,Fare,-16.7,-151.0167,81.63,71,5,15.75,PF,2022-04-11 18:28:38
446,Virginia Beach,36.8529,-75.978,66.99,58,40,12.66,US,2022-04-11 18:27:52
447,Porto Torres,40.835,8.3972,62.78,72,46,8.46,IT,2022-04-11 18:29:38
448,North Platte,41.1239,-100.7654,61.12,18,0,18.41,US,2022-04-11 18:28:55
449,Ulaanbaatar,47.9077,106.8832,14.13,79,0,4.47,MN,2022-04-11 18:29:39
450,Basak,6.7274,124.1512,73.4,90,100,7.49,PH,2022-04-11 18:29:39
451,Muzhi,65.3667,64.6667,34.72,100,100,7.78,RU,2022-04-11 18:29:40
452,Pisco,-13.7,-76.2167,73.45,56,0,20.71,PE,2022-04-11 18:29:40
453,Pacific Grove,36.6177,-121.9166,55.51,93,100,17.0,US,2022-04-11 18:29:40
454,Mongu,-15.2484,23.1274,69.26,85,100,5.23,ZM,2022-04-11 18:29:41
455,Hambantota,6.1241,81.1185,77.34,100,20,2.3,LK,2022-04-11 18:29:41
456,Manhattan,40.7834,-73.9662,63.09,33,0,6.91,US,2022-04-11 18:29:42
457,Osi,47.1472,18.1883,48.85,52,44,1.54,HU,2022-04-11 18:29:42
458,Beisfjord,68.3751,17.5988,38.05,98,100,5.66,NO,2022-04-11 18:29:42
459,Vanavara,60.34,102.2797,15.13,95,75,0.54,RU,2022-04-11 18:29:43
460,Odlabari,26.8333,88.6167,76.06,79,47,1.95,IN,2022-04-11 18:29:43
461,Novoagansk,61.9449,76.6625,33.15,95,95,7.9,RU,2022-04-11 18:29:43
462,Bongouanou,6.6486,-4.1992,85.98,61,94,4.72,CI,2022-04-11 18:29:44
463,Ambon,-3.6954,128.1814,78.94,94,40,4.61,ID,2022-04-11 18:29:44
464,Tautira,-17.7333,-149.15,80.85,75,29,13.94,PF,2022-04-11 18:29:45
465,Umba,66.6871,34.3429,33.1,87,79,14.76,RU,2022-04-11 18:29:45
466,Ewo,-0.8725,14.8206,74.86,89,100,4.61,CG,2022-04-11 18:29:46
467,Hervey Bay,-25.2986,152.8535,67.01,93,1,8.01,AU,2022-04-11 18:29:46
468,Dalby,-27.1833,151.2667,69.84,69,68,4.05,AU,2022-04-11 18:29:46
469,Bilca,47.9167,25.75,40.23,66,81,6.4,RO,2022-04-11 18:29:47
470,Traralgon,-38.1833,146.5333,51.87,72,96,1.32,AU,2022-04-11 18:29:47
471,Bosaso,11.2842,49.1816,81.82,74,0,1.45,SO,2022-04-11 18:29:48
472,Salme,28.0369,85.0942,64.69,70,30,2.51,NP,2022-04-11 18:29:48
473,San Jose De Gracia,20.6667,-102.5833,78.8,23,9,7.05,MX,2022-04-11 18:29:48
474,Adrar,20.5022,-10.0711,95.47,5,30,6.15,MR,2022-04-11 18:29:49
475,Koumac,-20.5667,164.2833,75.83,85,13,4.65,NC,2022-04-11 18:29:49
476,Ambulu,-8.345,113.6058,73.35,87,85,3.74,ID,2022-04-11 18:29:50
477,Gayeri,12.6497,0.4931,98.74,19,53,13.47,BF,2022-04-11 18:29:50
478,Weihe,32.9952,105.3247,47.82,86,100,7.67,CN,2022-04-11 18:29:51
479,Buraydah,26.326,43.975,99.05,10,82,7.67,SA,2022-04-11 18:29:51
480,Samarai,-10.6167,150.6667,83.21,76,61,12.33,PG,2022-04-11 18:29:51
481,Zlobin,45.2924,14.6541,43.9,54,0,3.44,HR,2022-04-11 18:29:52
482,Kiruna,67.8557,20.2251,31.12,74,100,12.66,SE,2022-04-11 18:29:52
483,Araouane,18.9048,-3.5265,94.75,5,2,8.72,ML,2022-04-11 18:29:52
484,Maceio,-9.6658,-35.7353,85.44,61,40,13.8,BR,2022-04-11 18:29:53
485,Nayoro,44.3506,142.4578,45.03,94,98,2.57,JP,2022-04-11 18:29:53
486,Katsuura,35.1333,140.3,62.19,87,100,12.59,JP,2022-04-11 18:29:54
487,Svetlogorsk,52.6333,29.7333,41.74,63,100,6.15,BY,2022-04-11 18:29:54
488,Tubinskiy,52.8892,58.2225,36.52,92,57,9.08,RU,2022-04-11 18:29:54
489,Sabha,27.0377,14.4283,77.76,16,0,11.41,LY,2022-04-11 18:29:55
490,Hami,42.8,93.45,53.89,15,22,11.61,CN,2022-04-11 18:29:55
491,Flinders,-34.5833,150.8552,63.18,86,100,5.99,AU,2022-04-11 18:28:38
492,Krasnoselkup,65.7,82.4667,29.3,98,100,7.56,RU,2022-04-11 18:29:56
493,Srednekolymsk,67.45,153.6833,-14.62,100,48,3.74,RU,2022-04-11 18:29:56
494,High Rock,26.6208,-78.2833,77.02,59,0,14.56,BS,2022-04-11 18:30:57
495,Cervo,43.6702,-7.4101,57.96,80,49,6.67,ES,2022-04-11 18:30:57
496,Palmer,42.1584,-72.3287,62.78,31,75,6.91,US,2022-04-11 18:30:58
497,Carahue,-38.7,-73.1667,53.11,76,100,2.62,CL,2022-04-11 18:30:58
498,Egvekinot,66.3167,-179.1667,16.39,93,100,6.17,RU,2022-04-11 18:30:58
499,Lagunas,-5.2269,-75.6753,91.11,54,30,2.24,PE,2022-04-11 18:30:59
500,Ulladulla,-35.35,150.4667,59.9,84,100,9.4,AU,2022-04-11 18:30:59
501,Polunochnoye,60.8697,60.4153,33.6,99,91,3.85,RU,2022-04-11 18:31:00
502,Chochola,20.75,-89.8333,93.99,23,67,8.81,MX,2022-04-11 18:31:00
503,Naryan-Mar,67.6713,53.087,34.2,97,100,11.23,RU,2022-04-11 18:31:01
504,Abu Zabad,12.35,29.25,87.06,35,56,19.71,SD,2022-04-11 18:31:01
505,Buin,-33.7333,-70.75,72.05,26,5,6.96,CL,2022-04-11 18:31:02
506,Tabuk,17.4189,121.4443,72.93,92,92,2.86,PH,2022-04-11 18:31:02
507,Caravelas,-17.7125,-39.2481,81.19,72,49,5.06,BR,2022-04-11 18:31:03
508,Oyama,36.3,139.8,67.59,80,82,2.95,JP,2022-04-11 18:31:03
509,Oistins,13.0667,-59.5333,84.29,65,40,23.02,BB,2022-04-11 18:28:15
510,Cidreira,-30.1811,-50.2056,69.73,91,100,13.85,BR,2022-04-11 18:31:04
511,Petropavlovsk-Kamchatskiy,53.0452,158.6483,25.39,80,75,4.47,RU,2022-04-11 18:31:05
512,Coelho Neto,-4.2567,-43.0128,84.61,72,100,3.58,BR,2022-04-11 18:31:05
513,Ulaangom,49.9811,92.0667,31.35,38,4,2.95,MN,2022-04-11 18:31:06
514,Eureka,40.8021,-124.1637,49.19,52,57,7.0,US,2022-04-11 18:31:06
515,Khorixas,-20.3667,14.9667,80.19,27,99,8.61,NA,2022-04-11 18:31:07
516,Harper,4.375,-7.7169,81.36,82,50,7.85,LR,2022-04-11 18:31:07
517,Jalu,29.0331,21.5482,69.12,22,0,9.42,LY,2022-04-11 18:31:08
518,Bilma,18.6853,12.9164,92.71,5,0,6.89,NE,2022-04-11 18:31:08
519,Constantine,36.365,6.6147,71.01,35,0,10.36,DZ,2022-04-11 18:31:09
520,Bondoukou,8.0333,-2.8,75.13,84,98,11.3,CI,2022-04-11 18:31:09
521,Sungairaya,0.7,108.9,77.67,89,95,3.18,ID,2022-04-11 18:31:10
522,Tura,25.5198,90.2201,70.48,88,7,5.68,IN,2022-04-11 18:31:10
523,Honggang,46.4667,124.8667,38.68,60,15,5.21,CN,2022-04-11 18:31:11
524,Yangambi,0.8102,24.4336,72.12,84,79,1.9,CD,2022-04-11 18:31:11
525,Zhanaozen,43.3,52.8,60.3,51,16,3.62,KZ,2022-04-11 18:31:12
526,San Policarpo,12.1791,125.5072,78.84,89,100,11.01,PH,2022-04-11 18:31:13
527,Sao Francisco,-15.9486,-44.8644,89.22,42,65,6.29,BR,2022-04-11 18:31:13
528,Juneau,58.3019,-134.4197,35.22,35,20,18.41,US,2022-04-11 18:31:13
529,Goroka,-6.0834,145.3873,57.13,90,41,0.94,PG,2022-04-11 18:31:14
530,Berekum,7.4534,-2.584,74.68,84,100,3.29,GH,2022-04-11 18:31:15
531,Manzhouli,49.6,117.4333,28.18,77,2,6.11,CN,2022-04-11 18:31:15
532,Bage,-31.3314,-54.1069,73.18,78,100,5.75,BR,2022-04-11 18:31:16
533,Charters Towers,-20.1,146.2667,70.07,91,33,6.78,AU,2022-04-11 18:31:16
534,Phatthalung,7.5,100.0833,77.88,87,41,3.49,TH,2022-04-11 18:31:17
535,Shirokiy,49.758,129.523,27.16,89,100,6.69,RU,2022-04-11 18:31:18
536,Goderich,43.7501,-81.7165,57.52,54,100,16.11,CA,2022-04-11 18:30:12
537,Bahar,34.9072,48.4414,50.16,40,0,0.0,IR,2022-04-11 18:31:18
538,Manicore,-5.8092,-61.3003,88.65,54,96,1.81,BR,2022-04-11 18:31:19
539,Poli,-3.3333,36.8,63.86,67,96,5.06,TZ,2022-04-11 18:31:19
